"","fund_name","fund_extended_name","category","fund_family","net_assets","ytd_return","fund_yield","morningstar_rating","inception_date","investment","size","currency","net_annual_expense_ratio_fund","net_annual_expense_ratio_category","portfolio_cash","portfolio_stocks","portfolio_bonds","portfolio_others","portfolio_preferred","portfolio_convertable","price_earnings","price_book","price_sales","price_cashflow","median_market_cap","basic_materials","consumer_cyclical","financial_services","real_estate","consumer_defensive","healthcare","utilities","communication_services","energy","industrials","technology","bond_maturity","bond_duration","rating_us_government","rating_aaa","rating_aa","rating_a","rating_bbb","rating_bb","rating_b","rating_below_b","rating_others","morningstar_return_rating","fund_return_ytd","category_return_ytd","fund_return_1month","category_return_1month","fund_return_3months","category_return_3months","fund_return_1year","category_return_1year","fund_return_3years","category_return_3years","fund_return_5years","category_return_5years","fund_return_10years","category_return_10years","fund_return_2018","category_return_2018","fund_return_2017","category_return_2017","fund_return_2016","category_return_2016","fund_return_2015","category_return_2015","fund_return_2014","category_return_2014","fund_return_2013","category_return_2013","fund_return_2012","category_return_2012","fund_return_2011","category_return_2011","fund_return_2010","category_return_2010","morningstar_risk_rating","years_up","years_down","fund_alpha_3years","category_alpha_3years","fund_alpha_5years","category_alpha_5years","fund_alpha_10years","category_alpha_10years","fund_beta_3years","category_beta_3years","fund_beta_5years","category_beta_5years","fund_beta_10years","category_beta_10years","fund_mean_annual_return_3years","category_mean_annual_return_3years","fund_mean_annual_return_5years","category_mean_annual_return_5years","fund_mean_annual_return_10years","category_mean_annual_return_10years","fund_r_squared_3years","category_r_squared_3years","fund_r_squared_5years","category_r_squared_5years","fund_r_squared_10years","category_r_squared_10years","fund_standard_deviation_3years","category_standard_deviation_3years","fund_standard_deviation_5years","category_standard_deviation_5years","fund_standard_deviation_10years","category_standard_deviation_10years","fund_sharpe_ratio_3years","category_sharpe_ratio_3years","fund_sharpe_ratio_5years","category_sharpe_ratio_5years","fund_sharpe_ratio_10years","category_sharpe_ratio_10years","fund_treynor_ratio_3years","category_treynor_ratio_3years","fund_treynor_ratio_5years","category_treynor_ratio_5years","fund_treynor_ratio_10years","category_treynor_ratio_10years","NumOfSector","highest"
"42","AGFRX","AB Growth Fund Class R","Large Growth","AllianceBernstein",1.08e+09,16.98,0,4,2005-02-28,"Growth","Large","USD",1.56,1.06,8.03,91.97,0,0,0,0,"24.99",6.2,"2.85","18.53","38,423.53",3.29,17.95,7.98,0,13.13,19.75,0,0,0,8.44,29.46,NA,NA,0,0,0,0,0,0,0,0,0,4,16.98,15.67,1.45,2.12,16.98,15.67,16.48,10.71,18.16,15.35,14.92,11.26,17.13,15.94,3.32,-2.09,33.37,27.67,1.14,3.23,8.46,3.6,12.61,10,33.17,33.92,13.15,15.34,0.93,-2.46,14.83,15.53,2,11,2,3.64,0.01,3.65,0,1.01,-0.01,1.05,0.01,1,0.01,1.01,0.01,1.46,0.01,1.23,0.01,1.4,0.01,83.78,0.84,86.44,0.86,89.57,0.88,12.34,0.13,12.09,0.13,13.56,0.14,1.32,0.01,1.15,0.01,1.21,0.01,"16.07",0.13,"14.07",0.1,"16.51",0.15,7,"technology"
"43","AGIFX","Alger Responsible Investing Fund Class I","Large Growth","Alger",59770000,15.02,0,2,2008-09-23,"Growth","Large","USD",1.37,1.06,2.09,97.91,0,0,0,0,"20.94",5.19,"2.83","13.22","132,957.33",0.89,20.59,10.42,1.1,4.23,12,0,0.56,0.44,12.44,37.32,NA,NA,0,0,0,0,0,0,0,0,0,2,15.02,15.67,2.04,2.12,15.02,15.67,11.07,10.71,14.17,15.35,9.82,11.26,14.04,15.94,-1.68,-2.09,27.34,27.67,1.99,3.23,2.59,3.6,4.8,10,34.67,33.92,14.72,15.34,-5.08,-2.46,9.57,15.53,3,8,2,-0.21,0.01,-1.32,0,-1.92,-0.01,1.08,0.01,1.05,0.01,1.02,0.01,1.18,0.01,0.85,0.01,1.18,0.01,86.15,0.84,88.56,0.86,92.12,0.88,12.55,0.13,12.44,0.13,13.56,0.14,1.02,0.01,0.75,0.01,1.01,0.01,"11.88",0.13,"8.62",0.1,"13.26",0.15,10,"technology"
"44","AGRCX","AB Growth Fund Class C","Large Growth","AllianceBernstein",1.08e+09,16.91,0,4,1993-08-01,"Growth","Large","USD",1.95,1.06,8.03,91.97,0,0,0,0,"24.99",6.2,"2.85","18.53","38,423.53",3.29,17.95,7.98,0,13.13,19.75,0,0,0,8.44,29.46,NA,NA,0,0,0,0,0,0,0,0,0,4,16.91,15.67,1.44,2.12,16.91,15.67,16.07,10.71,17.69,15.35,14.42,11.26,16.53,15.94,2.92,-2.09,32.84,27.67,0.68,3.23,7.96,3.6,12.07,10,32.45,33.92,12.51,15.34,0.33,-2.46,14.09,15.53,2,19,6,3.23,0.01,3.22,0,0.51,-0.01,1.05,0.01,1,0.01,1.01,0.01,1.43,0.01,1.19,0.01,1.36,0.01,83.75,0.84,86.4,0.86,89.54,0.88,12.34,0.13,12.08,0.13,13.54,0.14,1.28,0.01,1.12,0.01,1.17,0.01,"15.61",0.13,"13.59",0.1,"15.94",0.15,7,"technology"
"45","AGRDX","American Century Growth Fund R6 Class","Large Growth","American Century Investments",7.69e+09,16,0.52,3,2013-07-25,"Growth","Large","USD",0.62,1.06,3.15,96.85,0,0,0,0,"22.54",5.39,"2.99","14.29","155,661.77",0,19.68,10.27,0.95,5.93,14.47,0,1.89,1.22,7.49,38.11,NA,NA,0,0,0,0,0,0,0,0,0,3,16,15.67,2.69,2.12,16,15.67,11.52,10.71,16.55,15.35,12.51,11.26,16.03,15.94,-1.3,-2.09,30.58,27.67,4.49,3.23,4.97,3.6,11.56,10,NA,33.92,NA,NA,NA,NA,NA,NA,3,4,1,1.69,0.01,0.96,0,-0.24,-0.01,1.1,0.01,1.06,0.01,1.03,0.01,1.35,0.01,1.05,0.01,1.32,0.01,86.95,0.84,89.71,0.86,92.34,0.88,12.67,0.13,12.56,0.13,13.6,0.14,1.18,0.01,0.94,0.01,1.13,0.01,"13.88",0.13,"11.01",0.1,"15.13",0.15,9,"technology"
"46","AGRFX","AB Growth Fund Class A","Large Growth","AllianceBernstein",1.08e+09,17.1,0,4,1990-09-03,"Growth","Large","USD",1.2,1.06,8.03,91.97,0,0,0,0,"24.99",6.2,"2.85","18.53","38,423.53",3.29,17.95,7.98,0,13.13,19.75,0,0,0,8.44,29.46,NA,NA,0,0,0,0,0,0,0,0,0,4,17.1,15.67,1.5,2.12,17.1,15.67,16.92,10.71,18.57,15.35,15.29,11.26,17.4,15.94,3.69,-2.09,33.84,27.67,1.46,3.23,8.81,3.6,12.89,10,33.41,33.92,13.34,15.34,1.04,-2.46,14.95,15.53,2,22,6,3.98,0.01,3.98,0,1.24,-0.01,1.05,0.01,1,0.01,1.01,0.01,1.49,0.01,1.25,0.01,1.42,0.01,83.76,0.84,86.45,0.86,89.54,0.88,12.35,0.13,12.1,0.13,13.56,0.14,1.34,0.01,1.18,0.01,1.22,0.01,"16.44",0.13,"14.43",0.1,"16.78",0.15,7,"technology"
"47","AGRYX","AB Growth Fund Advisor Class","Large Growth","AllianceBernstein",1.08e+09,17.17,0,4,1996-09-30,"Growth","Large","USD",0.94,1.06,8.03,91.97,0,0,0,0,"24.99",6.2,"2.85","18.53","38,423.53",3.29,17.95,7.98,0,13.13,19.75,0,0,0,8.44,29.46,NA,NA,0,0,0,0,0,0,0,0,0,4,17.17,15.67,1.51,2.12,17.17,15.67,17.21,10.71,18.87,15.35,15.59,11.26,17.72,15.94,3.96,-2.09,34.18,27.67,1.7,3.23,9.06,3.6,13.22,10,33.82,33.92,13.69,15.34,1.33,-2.46,15.31,15.53,3,17,5,4.24,0.01,4.24,0,1.52,-0.01,1.05,0.01,1,0.01,1.01,0.01,1.51,0.01,1.27,0.01,1.45,0.01,83.74,0.84,86.44,0.86,89.55,0.88,12.34,0.13,12.09,0.13,13.56,0.14,1.37,0.01,1.2,0.01,1.25,0.01,"16.74",0.13,"14.73",0.1,"17.1",0.15,7,"technology"
"48","AGTHX","American Funds The Growth Fund of America Class A","Large Growth","American Funds",1.8844e+11,13.77,0.57,3,1973-11-29,"Growth","Large","USD",0.62,1.06,5.94,93.35,0,0.06,0.65,0,"20.86",3.22,"2.52","9.66","92,065.01",2.76,18.67,10.52,0.7,3.93,16.12,0,2.46,5.99,9.46,29.4,NA,NA,0,0,0,0,0,0,0,0,0,3,13.77,15.67,1.91,2.12,13.77,15.67,7.33,10.71,15.76,15.35,11.52,11.26,15.43,15.94,-2.88,-2.09,26.14,27.67,8.46,3.23,5.36,3.6,9.3,10,33.79,33.92,20.54,15.34,-4.89,-2.46,12.28,15.53,2,37,8,1.78,0.01,0.42,0,-0.55,-0.01,1.03,0.01,1.02,0.01,1.01,0.01,1.28,0.01,0.97,0.01,1.28,0.01,87.68,0.84,89.96,0.86,92.79,0.88,11.75,0.13,12.07,0.13,13.35,0.14,1.2,0.01,0.9,0.01,1.11,0.01,"14.1",0.13,"10.47",0.1,"14.78",0.15,10,"technology"
"49","AGWRX","American Century Growth Fund R Class","Large Growth","American Century Investments",7.69e+09,15.76,0,3,2003-08-28,"Growth","Large","USD",1.47,1.06,3.15,96.85,0,0,0,0,"22.54",5.39,"2.99","14.29","155,661.77",0,19.68,10.27,0.95,5.93,14.47,0,1.89,1.22,7.49,38.11,NA,NA,0,0,0,0,0,0,0,0,0,3,15.76,15.67,2.62,2.12,15.76,15.67,10.59,10.71,15.55,15.35,11.55,11.26,15.22,15.94,-2.14,-2.09,29.46,27.67,3.6,3.23,4.08,3.6,10.64,10,28.75,33.92,13.33,15.34,-1.41,-2.46,17.09,15.53,3,12,3,0.83,0.01,0.11,0,-0.95,-0.01,1.1,0.01,1.06,0.01,1.03,0.01,1.28,0.01,0.98,0.01,1.26,0.01,86.94,0.84,89.72,0.86,92.41,0.88,12.66,0.13,12.55,0.13,13.6,0.14,1.11,0.01,0.87,0.01,1.08,0.01,"12.97",0.13,"10.12",0.1,"14.35",0.15,9,"technology"
"50","AGWUX","American Century Growth Fund R5 Class","Large Growth","American Century Investments",7.69e+09,15.93,0.39,3,2017-04-09,"Growth","Large","USD",0.77,1.06,3.15,96.85,0,0,0,0,"22.54",5.39,"2.99","14.29","155,661.77",0,19.68,10.27,0.95,5.93,14.47,0,1.89,1.22,7.49,38.11,NA,NA,0,0,0,0,0,0,0,0,0,3,15.93,15.67,2.69,2.12,15.93,15.67,11.36,10.71,16.28,15.35,12.2,11.26,15.84,15.94,-1.41,-2.09,NA,27.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,1.47,0.01,0.68,0,-0.4,-0.01,1.1,0.01,1.06,0.01,1.03,0.01,1.33,0.01,1.03,0.01,1.31,0.01,86.98,0.84,89.76,0.86,92.39,0.88,12.65,0.13,12.56,0.13,13.6,0.14,1.16,0.01,0.92,0.01,1.12,0.01,"13.64",0.13,"10.72",0.1,"14.95",0.15,9,"technology"
"51","AGYWX","American Century Growth Fund Y Class","Large Growth","American Century Investments",7.69e+09,16.01,0.52,3,2017-04-09,"Growth","Large","USD",0.62,1.06,3.15,96.85,0,0,0,0,"22.54",5.39,"2.99","14.29","155,661.77",0,19.68,10.27,0.95,5.93,14.47,0,1.89,1.22,7.49,38.11,NA,NA,0,0,0,0,0,0,0,0,0,3,16.01,15.67,2.69,2.12,16.01,15.67,11.53,10.71,16.4,15.35,12.27,11.26,15.88,15.94,-1.3,-2.09,NA,27.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,1.56,0.01,0.74,0,-0.37,-0.01,1.1,0.01,1.06,0.01,1.03,0.01,1.34,0.01,1.03,0.01,1.31,0.01,86.93,0.84,89.72,0.86,92.37,0.88,12.67,0.13,12.57,0.13,13.6,0.14,1.16,0.01,0.92,0.01,1.12,0.01,"13.74",0.13,"10.78",0.1,"14.98",0.15,9,"technology"
"52","ALAFX","Alger Focus Equity Fund Class A","Large Growth","Alger",470140000,15.73,0,4,2012-12-30,"Growth","Large","USD",1.03,1.06,2.37,97.59,0,0,0.04,0,"18.95",4.51,"3.14","15.05","125,261.78",2.87,15.91,16.38,0.94,1,17.55,0,1.93,0,10.29,33.13,NA,NA,0,0,0,0,0,0,0,0,0,4,15.73,15.67,2.6,2.12,15.73,15.67,12.43,10.71,17.82,15.35,13.97,11.26,16.22,15.94,1.29,-2.09,33.75,27.67,1.04,3.23,6.9,3.6,13.84,10,35.65,33.92,NA,NA,NA,NA,NA,NA,4,6,NA,3.09,0.01,2.33,0,-0.21,-0.01,1.08,0.01,1.06,0.01,1.04,0.01,1.45,0.01,1.17,0.01,1.34,0.01,78.64,0.84,82.73,0.86,88.67,0.88,13.07,0.13,13.09,0.13,14.06,0.14,1.23,0.01,1.01,0.01,1.11,0.01,"15.31",0.13,"12.38",0.1,"15.12",0.15,9,"technology"
"53","ALARX","Alger Capital Appreciation Institutional Fund Class I","Large Growth","Alger",3.45e+09,15.54,0,4,1993-11-07,"Growth","Large","USD",1.15,1.06,2.32,97.46,0,0,0.22,0,"20.29",4.82,"3.29","15.48","135,965.47",3.38,18.14,13.4,0.9,1.18,20.18,0,1.75,0.31,7.06,33.7,NA,NA,0,0,0,0,0,0,0,0,0,4,15.54,15.67,2.26,2.12,15.54,15.67,11.37,10.71,15.88,15.35,12.46,11.26,17.27,15.94,-0.87,-2.09,31.02,27.67,0.46,3.23,6.23,3.6,13.3,10,34.81,33.92,18.11,15.34,-1.03,-2.46,13.48,15.53,3,18,7,1.23,0.01,0.85,0,0.07,-0.01,1.09,0.01,1.08,0.01,1.09,0.01,1.31,0.01,1.05,0.01,1.42,0.01,81.17,0.84,84.89,0.86,90.06,0.88,13.04,0.13,13.07,0.13,14.57,0.14,1.1,0.01,0.91,0.01,1.14,0.01,"13.34",0.13,"10.83",0.1,"15.44",0.15,10,"technology"
"54","ALCCX","Alger Capital Appreciation Fund Class C","Large Growth","Alger",2.8e+09,15.28,0,3,1997-07-30,"Growth","Large","USD",1.94,1.06,2.44,97.38,0,0,0.18,0,"20.31",4.72,"3.29","15.48","135,584.55",3.41,18.2,13.36,0.88,1.17,20,0,1.74,0.31,7.33,33.6,NA,NA,0,0,0,0,0,0,0,0,0,3,15.28,15.67,2.22,2.12,15.28,15.67,10.53,10.71,15.01,15.35,11.57,11.26,16.37,15.94,-1.73,-2.09,30.31,27.67,-0.51,3.23,5.46,3.6,12.3,10,33.9,33.92,16.89,15.34,-1.77,-2.46,12.31,15.53,3,14,7,0.48,0.01,0.02,0,-0.76,-0.01,1.09,0.01,1.08,0.01,1.09,0.01,1.24,0.01,0.99,0.01,1.36,0.01,80.89,0.84,84.68,0.86,89.93,0.88,13.06,0.13,13.15,0.13,14.64,0.14,1.04,0.01,0.84,0.01,1.08,0.01,"12.55",0.13,"9.97",0.1,"14.56",0.15,10,"technology"
"55","ALCFX","Alger Focus Equity Fund Class C","Large Growth","Alger",470140000,15.51,0,4,2012-12-30,"Growth","Large","USD",1.8,1.06,2.37,97.59,0,0,0.04,0,"18.95",4.51,"3.14","15.05","125,261.78",2.87,15.91,16.38,0.94,1,17.55,0,1.93,0,10.29,33.13,NA,NA,0,0,0,0,0,0,0,0,0,4,15.51,15.67,2.55,2.12,15.51,15.67,11.6,10.71,16.92,15.35,13.11,11.26,15.35,15.94,0.55,-2.09,32.7,27.67,0.3,3.23,6.11,3.6,12.99,10,34.63,33.92,NA,NA,NA,NA,NA,NA,3,6,NA,2.34,0.01,1.59,0,-0.94,-0.01,1.08,0.01,1.06,0.01,1.04,0.01,1.38,0.01,1.1,0.01,1.28,0.01,78.51,0.84,82.59,0.86,88.64,0.88,13.06,0.13,13.06,0.13,14.04,0.14,1.17,0.01,0.95,0.01,1.06,0.01,"14.51",0.13,"11.6",0.1,"14.31",0.15,9,"technology"
"56","ALCKX","AB Large Cap Growth Fund Class K","Large Growth","AllianceBernstein",8.44e+09,15.88,0,4,2005-02-28,"Growth","Large","USD",1,1.06,10.24,89.76,0,0,0,0,"24.03",7.3,"3.31","18.13","73,263.61",2.41,15.67,9.63,0,10.29,23.61,0,0,0,6.61,31.78,NA,NA,0,0,0,0,0,0,0,0,0,4,15.88,15.67,2.38,2.12,15.88,15.67,15.69,10.71,17.26,15.35,15.05,11.26,17.84,15.94,1.83,-2.09,31.27,27.67,2.74,3.23,10.44,3.6,13.54,10,36.95,33.92,18.13,15.34,-0.92,-2.46,9.36,15.53,3,10,3,3.59,0.01,4.32,0,1.28,-0.01,0.98,0.01,0.94,0.01,1.04,0.01,1.39,0.01,1.23,0.01,1.46,0.01,85.4,0.84,86.69,0.86,87.53,0.88,11.4,0.13,11.31,0.13,14.08,0.14,1.35,0.01,1.23,0.01,1.21,0.01,"16.29",0.13,"15.15",0.1,"16.76",0.15,7,"technology"
"57","ALGRX","Alger Focus Equity Fund Class I","Large Growth","Alger",470140000,15.74,0,4,1993-11-07,"Growth","Large","USD",0.89,1.06,2.37,97.59,0,0,0.04,0,"18.95",4.51,"3.14","15.05","125,261.78",2.87,15.91,16.38,0.94,1,17.55,0,1.93,0,10.29,33.13,NA,NA,0,0,0,0,0,0,0,0,0,4,15.74,15.67,2.61,2.12,15.74,15.67,12.5,10.71,17.84,15.35,14.05,11.26,16.39,15.94,1.35,-2.09,33.71,27.67,1.08,3.23,7.06,3.6,14.02,10,35.85,33.92,8.73,15.34,-0.73,-2.46,13.8,15.53,4,19,6,3.13,0.01,2.41,0,-0.06,-0.01,1.08,0.01,1.06,0.01,1.04,0.01,1.45,0.01,1.17,0.01,1.35,0.01,78.66,0.84,82.73,0.86,88.7,0.88,13.05,0.13,13.08,0.13,14.06,0.14,1.23,0.01,1.02,0.01,1.12,0.01,"15.36",0.13,"12.47",0.1,"15.29",0.15,9,"technology"
"58","ALGYX","Alger Focus Equity Fund Class Y","Large Growth","Alger",470140000,15.84,0.22,4,2017-02-28,"Growth","Large","USD",0.65,1.06,2.37,97.59,0,0,0.04,0,"18.95",4.51,"3.14","15.05","125,261.78",2.87,15.91,16.38,0.94,1,17.55,0,1.93,0,10.29,33.13,NA,NA,0,0,0,0,0,0,0,0,0,4,15.84,15.67,2.63,2.12,15.84,15.67,12.85,10.71,18.13,15.35,14.21,11.26,16.47,15.94,1.68,-2.09,NA,27.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,3.37,0.01,2.55,0,0.02,-0.01,1.08,0.01,1.06,0.01,1.04,0.01,1.47,0.01,1.18,0.01,1.36,0.01,78.57,0.84,82.66,0.86,88.65,0.88,13.06,0.13,13.09,0.13,14.06,0.14,1.25,0.01,1.02,0.01,1.13,0.01,"15.62",0.13,"12.62",0.1,"15.37",0.15,9,"technology"
"59","ALGZX","Alger Responsible Investing Fund Class Z","Large Growth","Alger",59770000,15.15,0,2,2016-10-13,"Growth","Large","USD",0.95,1.06,2.09,97.91,0,0,0,0,"20.94",5.19,"2.83","13.22","132,957.33",0.89,20.59,10.42,1.1,4.23,12,0,0.56,0.44,12.44,37.32,NA,NA,0,0,0,0,0,0,0,0,0,2,15.15,15.67,2.11,2.12,15.15,15.67,11.57,10.71,14.6,15.35,10.04,11.26,14.15,15.94,-1.26,-2.09,27.96,27.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,0.14,0.01,-1.12,0,-1.84,-0.01,1.09,0.01,1.05,0.01,1.03,0.01,1.21,0.01,0.86,0.01,1.19,0.01,86.25,0.84,88.63,0.86,92.14,0.88,12.57,0.13,12.45,0.13,13.57,0.14,1.05,0.01,0.77,0.01,1.02,0.01,"12.26",0.13,"8.83",0.1,"13.36",0.15,10,"technology"
"60","ALLIX","AB Large Cap Growth Fund Class I","Large Growth","AllianceBernstein",8.44e+09,15.98,0,5,2005-02-28,"Growth","Large","USD",0.66,1.06,10.24,89.76,0,0,0,0,"24.03",7.3,"3.31","18.13","73,263.61",2.41,15.67,9.63,0,10.29,23.61,0,0,0,6.61,31.78,NA,NA,0,0,0,0,0,0,0,0,0,4,15.98,15.67,2.38,2.12,15.98,15.67,16.07,10.71,17.66,15.35,15.46,11.26,18.25,15.94,2.17,-2.09,31.72,27.67,3.09,3.23,10.86,3.6,13.95,10,37.38,33.92,18.57,15.34,-0.58,-2.46,9.75,15.53,3,10,3,3.92,0.01,4.67,0,1.64,-0.01,0.98,0.01,0.94,0.01,1.04,0.01,1.42,0.01,1.26,0.01,1.49,0.01,85.4,0.84,86.7,0.86,87.56,0.88,11.42,0.13,11.31,0.13,14.07,0.14,1.38,0.01,1.26,0.01,1.24,0.01,"16.68",0.13,"15.57",0.1,"17.17",0.15,7,"technology"
